date,avg_hourly_temperature,min_windchill,avg_dew_point,max_wind_gust,wind_gust_dir_10s,avg_health_index,precipitation,sunlight
2014-08-05,,,comfortable,windy_direction,SE,,,15
2014-08-04,,,comfortable,,,,,15
2014-08-03,hot,,comfortable,,,,,15
2014-08-02,hot,,ok,windy_direction,SSE,,,15
2014-08-01,,,comfortable,,,,,15
2014-07-31,hot,,comfortable,windy_direction,N,,,15
2014-07-30,hot,,ok,,,,,15
2014-07-29,hot,,ok,,,moderate,,15
2014-07-28,hot,,comfortable,windy_direction,SSE,,,15
2014-07-27,,,comfortable,,,,,15
2014-07-26,,,very humid,windy_direction,NW,,yes,16+
2014-07-25,,,very humid,strong_winds,WNW,,yes,16+
2014-07-24,,,comfortable,strong_winds,W,,,16+
2014-07-23,,,ok,windy_direction,SE,,yes,16+
2014-07-22,,,comfortable,strong_winds,SE,,yes,16+
2014-07-21,,,very humid,,,,yes,16+
2014-07-20,,,very humid,,,,yes,16+
2014-07-19,,,very humid,windy_direction,NNW,,yes,16+
2014-07-18,,,very humid,,,,yes,16+
2014-07-17,,,very humid,windy_direction,ESE,,yes,16+
2014-07-16,hot,,ok,windy_direction,NNW,,,16+
2014-07-15,hot,,comfortable,windy_direction,S,,,16+
2014-07-14,hot,,very humid,windy_direction,S,,,16+
2014-07-13,hot,,comfortable,,,,,16+
2014-07-12,,,comfortable,,,,yes,16+
2014-07-11,,,very humid,,,,,16+
2014-07-10,,,,strong_winds,WNW,,yes,16+
2014-07-09,hot,,comfortable,windy_direction,NNW,,,16+
2014-07-08,hot,,comfortable,windy_direction,S,,,16+
2014-07-07,,,comfortable,windy,WNW,,,16+
2014-07-06,,,very humid,strong_winds,W,,yes,16+
2014-07-05,,,very humid,strong_winds,NW,,yes,16+
2014-07-04,,,very humid,windy_direction,NW,,,16+
2014-07-03,hot,,ok,strong_winds,NW,,yes,16+
2014-07-02,hot,,comfortable,strong_winds,SE,,yes,16+
2014-07-01,,,comfortable,,,,yes,16+
2014-06-30,,,very humid,strong_winds,NW,,yes,16+
2014-06-29,,,very humid,strong_winds,W,,yes,16+
2014-06-28,,,comfortable,windy_direction,W,,yes,16+
2014-06-27,,,very humid,strong_winds,W,,yes,16+
2014-06-26,,,very humid,windy_direction,NW,,yes,16+
2014-06-25,,,very humid,strong_winds,SSE,,,16+
2014-06-24,,,comfortable,strong_winds,SSE,,,16+
2014-06-23,,,very humid,windy_direction,E,,,16+
2014-06-22,,,,windy_direction,NNW,,yes,16+
2014-06-21,,,,strong_winds,NNW,,yes,16+
2014-06-20,,,very humid,strong_winds,NNW,,yes,16+
2014-06-19,,,very humid,,,,yes,16+
2014-06-18,,,very humid,windy_direction,E,,yes,16+
2014-06-17,,,,,,,,16+
2014-06-16,,,,windy_direction,NE,,,16+
2014-06-15,,,,windy_direction,ESE,,,16+
2014-06-14,,,,windy_direction,SSW,,,16+
2014-06-13,,,,strong_winds,ESE,,,16+
2014-06-12,,,,windy_direction,SSE,,yes,16+
2014-06-11,,,,,,,yes,16+
2014-06-10,,,,strong_winds,W,,yes,16+
2014-06-09,,,,strong_winds,W,,yes,16+
2014-06-08,,,,,,,,16+
2014-06-07,,,,strong_winds,NW,,yes,16+
2014-06-06,,,,windy_direction,NW,,yes,16+
2014-06-05,,,,strong_winds,NW,,yes,16+
2014-06-04,,,,strong_winds,NW,,yes,16+
2014-06-03,,,,strong_winds,NW,,yes,16+
2014-06-02,,,,strong_winds,W,,yes,16+
2014-06-01,,,,strong_winds,N,,yes,16+
2014-05-31,,,,strong_winds,S,,yes,16+
2014-05-30,,,,strong_winds,W,,yes,16+
2014-05-29,,,,windy_direction,NW,,yes,16+
2014-05-28,,,,,,,yes,16+
2014-05-27,,,,windy_direction,NW,,yes,16+
2014-05-26,,,,windy_direction,W,,yes,16+
2014-05-25,,,,windy_direction,E,,yes,16+
2014-05-24,,,,strong_winds,NW,,,16+
2014-05-23,,,,strong_winds,W,,,16+
2014-05-22,,,,,,,,16+
2014-05-21,,,,,,,yes,16+
2014-05-20,,,,windy_direction,SSE,,yes,16+
2014-05-19,,,,windy_direction,ENE,,,16+
2014-05-18,,,,strong_winds,NNE,,yes,16+
2014-05-17,,,,windy_direction,SSE,,,16+
2014-05-16,,,,strong_winds,NW,,yes,15
2014-05-15,,,,strong_winds,WNW,,yes,15
2014-05-14,,,,windy_direction,WNW,,yes,15
2014-05-13,,,,windy_direction,N,,,15
2014-05-12,,,,windy_direction,NW,,,15
2014-05-11,,moderate,,windy_direction,NW,,,15
2014-05-10,,,,strong_winds,NW,,,15
2014-05-09,,,,windy_direction,NW,,,15
2014-05-08,,,,windy_direction,NW,,,15
2014-05-07,,moderate,,windy_direction,SW,,yes,15
2014-05-06,,moderate,,strong_winds,W,,,15
2014-05-05,,moderate,,strong_winds,NNW,,yes,15
2014-05-04,,moderate,,,,,yes,15
2014-05-03,,moderate,,windy_direction,NE,,,15
2014-05-02,,,,strong_winds,NNW,,yes,15
2014-05-01,,,,strong_winds,NW,,,15
2014-04-30,,,,windy_direction,SSW,,yes,15
2014-04-29,,,,windy_direction,W,,yes,14
2014-04-28,,,,windy_direction,NW,,yes,14
2014-04-27,,,,,,,yes,14
2014-04-26,,,,,,,,14
2014-04-25,,,,,,,yes,14
2014-04-24,,,,strong_winds,NW,,,14
2014-04-23,,,,windy_direction,WNW,,yes,14
2014-04-22,,,,strong_winds,E,,,14
2014-04-21,,,,,,,yes,14
2014-04-20,,,,strong_winds,NW,,yes,14
2014-04-19,,moderate,,,,,yes,14
2014-04-18,,moderate,,,,,yes,14
2014-04-17,,moderate,,strong_winds,SSE,,yes,14
2014-04-16,,moderate,,strong_winds,SE,,yes,14
2014-04-15,,moderate,,,,,yes,14
2014-04-14,,moderate,,windy_direction,SSE,,,13
2014-04-13,,moderate,,,,,,13
2014-04-12,,moderate,,strong_winds,NNW,,,13
2014-04-11,,moderate,,strong_winds,NW,,,13
2014-04-10,,,,windy_direction,W,,yes,13
2014-04-09,,,,strong_winds,W,,yes,13
2014-04-08,,,,strong_winds,WNW,,,13
2014-04-07,,,,windy,SSW,,yes,13
2014-04-06,,low,,strong_winds,WNW,,,13
2014-04-05,,moderate,,windy_direction,SSW,,,13
2014-04-04,,moderate,,strong_winds,SE,,,13
2014-04-03,,moderate,,windy_direction,SE,moderate,,13
2014-04-02,,moderate,,,,,,13
2014-04-01,,moderate,,,,,yes,13
2014-03-31,,moderate,,windy,SSE,,,12
2014-03-30,,moderate,,strong_winds,NNE,,,12
2014-03-29,,moderate,,,,,,12
2014-03-28,,moderate,,windy_direction,S,moderate,,12
2014-03-27,,moderate,,,,,yes,12
2014-03-26,,moderate,,,,,yes,12
2014-03-25,,moderate,,,,,yes,12
2014-03-24,,moderate,,,,,,12
2014-03-23,,moderate,,windy_direction,NW,,,12
2014-03-22,,moderate,,,,,,12
2014-03-21,,moderate,,,,,,12
2014-03-20,,moderate,,strong_winds,NNW,,,12
2014-03-19,,moderate,,,,,,12
2014-03-18,,moderate,,strong_winds,NW,,,12
2014-03-17,,,,windy_direction,NW,,,11
2014-03-16,,,,windy_direction,SW,,,11
2014-03-15,,moderate,,windy_direction,S,,,11
2014-03-14,,moderate,,windy_direction,SE,,yes,11
2014-03-13,,moderate,,strong_winds,NW,,,11
2014-03-12,,,,windy_direction,WNW,,,11
2014-03-11,,moderate,,windy_direction,W,,,11
2014-03-10,,moderate,,windy_direction,W,,,11
2014-03-09,,,,windy_direction,NW,,yes,11
2014-03-08,,moderate,,,,moderate,,11
2014-03-07,,moderate,,,,,yes,11
2014-03-06,,moderate,,,,,yes,11
2014-03-05,,high,,,,moderate,,11
2014-03-04,,moderate,,,,,yes,11
2014-03-03,,high,,,,,,10
2014-03-02,,high,,windy_direction,SE,,,10
2014-03-01,,high,,,,,,10
2014-02-28,,high,,windy_direction,N,,,10
2014-02-27,,high,,strong_winds,NNW,,,10
2014-02-26,,moderate,,,,moderate,,10
2014-02-25,,high,,,,moderate,yes,10
2014-02-24,,high,,,,,,10
2014-02-23,,high,,,,,,10
2014-02-22,,high,,windy_direction,N,,,10
2014-02-21,,moderate,,strong_winds,NW,,,10
2014-02-20,,moderate,,,,moderate,yes,10
2014-02-19,,moderate,,windy_direction,SE,,,10
2014-02-18,,moderate,,,,,,10
2014-02-17,,moderate,,,,,,9
2014-02-16,,moderate,,,,,,9
2014-02-15,,moderate,,,,,yes,9
2014-02-14,,moderate,,,,moderate,,9
2014-02-13,,moderate,,,,,,9
2014-02-12,,high,,windy_direction,SE,,yes,9
2014-02-11,,high,,,,,yes,9
2014-02-10,,high,,,,moderate,,9
2014-02-09,,high,,,,,,9
2014-02-08,,high,,,,,,9
2014-02-07,,moderate,,,,,,9
2014-02-06,,high,,,,,yes,9
2014-02-05,,high,,,,,,9
2014-02-04,,high,,,,,,9
2014-02-03,,high,,strong_winds,N,,yes,9
2014-02-02,,moderate,,windy_direction,NW,,,9
2014-02-01,,moderate,,windy_direction,NW,,,8
2014-01-31,,moderate,,strong_winds,NNW,,,8
2014-01-30,,high,,strong_winds,NNW,,,8
2014-01-29,,moderate,,strong_winds,N,,,8
2014-01-28,,moderate,,,,,yes,8
2014-01-27,,moderate,,,,,,8
2014-01-26,,moderate,,strong_winds,N,,,8
2014-01-25,,,,strong_winds,NW,,,8
2014-01-24,,,,windy_direction,WNW,,,8
2014-01-23,,moderate,,windy_direction,W,,,8
2014-01-22,,moderate,,,,,,8
2014-01-21,,moderate,,windy,NW,,,8
2014-01-20,,moderate,,,,,,8
2014-01-19,,moderate,,strong_winds,W,,yes,8
2014-01-18,,moderate,,strong_winds,WNW,,,8
2014-01-17,,moderate,,windy_direction,W,,,8
2014-01-16,,moderate,,windy_direction,W,,yes,8
2014-01-15,,,,strong_winds,NW,,yes,8
2014-01-14,,moderate,,windy_direction,WNW,,yes,8
2014-01-13,,moderate,,strong_winds,WNW,,yes,<8
2014-01-12,,moderate,,strong_winds,NW,,,<8
2014-01-11,,moderate,,strong_winds,SSE,,,<8
2014-01-10,,moderate,,,,,,<8
2014-01-09,,moderate,,,,moderate,,<8
2014-01-08,,moderate,,windy_direction,S,,,<8
2014-01-07,,moderate,,,,,,<8
2014-01-06,,moderate,,,,,,<8
2014-01-05,,high,,,,,yes,<8
2014-01-04,,high,,strong_winds,NW,,yes,<8
2014-01-03,,high,,windy_direction,N,,yes,<8
2014-01-02,,moderate,,,,,yes,<8
2014-01-01,,moderate,,,,,yes,<8
2013-12-31,,moderate,,,,,yes,<8
2013-12-30,,high,,,,,yes,<8
2013-12-29,,high,,,,,yes,<8
2013-12-28,,high,,windy_direction,NNW,,,<8
2013-12-27,,high,,strong_winds,N,,,<8
2013-12-26,,moderate,,,,,yes,<8
2013-12-25,,moderate,,,,,,<8
2013-12-24,,moderate,,windy_direction,W,,,<8
2013-12-23,,moderate,,strong_winds,SSE,,yes,<8
2013-12-22,,high,,windy_direction,S,,yes,<8
2013-12-21,,high,,,,,,<8
2013-12-20,,moderate,,,,,,<8
2013-12-19,,high,,,,,,<8
2013-12-18,,high,,strong_winds,N,,,<8
2013-12-17,,moderate,,strong_winds,NW,,,<8
2013-12-16,,moderate,,strong_winds,NW,,yes,<8
2013-12-15,,moderate,,strong_winds,NW,,yes,<8
2013-12-14,,moderate,,,,,yes,<8
2013-12-13,,high,,windy,SSE,,yes,<8
2013-12-12,,high,,,,,yes,<8
2013-12-11,,moderate,,,,,,<8
2013-12-10,,high,,windy_direction,N,,,<8
2013-12-09,,moderate,,strong_winds,NW,,yes,<8
2013-12-08,,high,,windy_direction,NNW,,,<8
2013-12-07,,very high,,strong_winds,NW,,yes,<8
2013-12-06,,very high,,,,,,<8
2013-12-05,,high,,windy_direction,NNW,,,<8
2013-12-04,,high,,windy_direction,NW,,,<8
2013-12-03,,moderate,,windy_direction,NW,,yes,<8
2013-12-02,,moderate,,strong_winds,NNW,,yes,<8
2013-12-01,,moderate,,,,,,<8
2013-11-30,,moderate,,,,,,<8
2013-11-29,,moderate,,,,moderate,yes,<8
2013-11-28,,moderate,,windy_direction,SSE,,,<8
2013-11-27,,moderate,,,,,,8
2013-11-26,,moderate,,,,,yes,8
2013-11-25,,moderate,,,,,,8
2013-11-24,,moderate,,windy_direction,NW,,yes,8
2013-11-23,,moderate,,,,,yes,8
2013-11-22,,moderate,,,,,yes,8
2013-11-21,,moderate,,,,,yes,8
2013-11-20,,high,,,,,,8
2013-11-19,,high,,windy,NNW,,yes,8
2013-11-18,,moderate,,,,,yes,8
2013-11-17,,moderate,,,,,yes,8
2013-11-16,,moderate,,strong_winds,NE,,yes,8
2013-11-15,,moderate,,strong_winds,N,,yes,8
2013-11-14,,,,,,,yes,8
2013-11-13,,,,windy_direction,WNW,,yes,8
2013-11-12,,moderate,,,,,,8
2013-11-11,,moderate,,,,,,8
2013-11-10,,moderate,,windy_direction,S,,yes,8
2013-11-09,,moderate,,,,,,8
2013-11-08,,moderate,,strong_winds,NW,,,9
2013-11-07,,moderate,,windy_direction,ESE,,yes,9
2013-11-06,,moderate,,,,,yes,9
2013-11-05,,moderate,,,,,,9
2013-11-04,,moderate,,,,,,9
2013-11-03,,moderate,,windy_direction,NNE,,yes,9
2013-11-02,,,,windy_direction,N,,yes,9
2013-11-01,,,,windy_direction,W,,,9
2013-10-31,,low,,strong_winds,NW,,yes,9
2013-10-30,,low,,,,,,9
2013-10-29,,moderate,,,,,,9
2013-10-28,,moderate,,windy_direction,SSE,,,9
2013-10-27,,moderate,,strong_winds,NNE,,yes,9
2013-10-26,,,,strong_winds,WNW,,,9
2013-10-25,,,,,,,,9
2013-10-24,,,,windy_direction,SSE,,,10
2013-10-23,,,,,,,,10
2013-10-22,,,,windy_direction,NNW,,,10
2013-10-21,,,,windy_direction,NW,,,10
2013-10-20,,,,,,,,10
2013-10-19,,,,strong_winds,NW,,yes,10
2013-10-18,,moderate,,windy_direction,WNW,,,10
2013-10-17,,,,strong_winds,NW,,,10
2013-10-16,,moderate,,windy_direction,NW,,,10
2013-10-15,,,,strong_winds,NW,,yes,10
2013-10-14,,moderate,,,,,,10
2013-10-13,,,,,,,,10
2013-10-12,,moderate,,,,,,10
2013-10-11,,,,windy_direction,NW,,,10
2013-10-10,,,,,,,,10
2013-10-09,,moderate,,windy_direction,S,,,11
2013-10-08,,,,strong_winds,WNW,,,11
2013-10-07,,,,strong_winds,NNW,,yes,11
2013-10-06,,,,,,,,11
2013-10-05,,,,,,,,11
2013-10-04,,moderate,,windy,S,,yes,11
2013-10-03,,,,,,,yes,11
2013-10-02,,,,windy_direction,NW,,yes,11
2013-10-01,,,,windy_direction,NNW,,yes,11
2013-09-30,,,,windy_direction,NW,,,11
2013-09-29,,,,windy_direction,NW,,yes,11
2013-09-28,,,,windy_direction,S,,,11
2013-09-27,,,,windy_direction,W,,,11
2013-09-26,,,,windy_direction,NW,,,11
2013-09-25,,,,windy_direction,NW,,,12
2013-09-24,,,,,,,,12
2013-09-23,,,,strong_winds,WSW,,,12
2013-09-22,,,,strong_winds,WSW,,,12
2013-09-21,,,,strong_winds,WNW,,yes,12
2013-09-20,,,,,,,yes,12
2013-09-19,,,,windy_direction,S,,,12
2013-09-18,,,,,,,,12
2013-09-17,,,,strong_winds,W,,,12
2013-09-16,,,very humid,strong_winds,WNW,,yes,12
2013-09-15,,,,strong_winds,S,,yes,12
2013-09-14,,,,windy,SSE,,yes,12
2013-09-13,,,very humid,windy_direction,NW,,,12
2013-09-12,,,,windy,SSW,,,12
2013-09-11,,,,,,,yes,13
2013-09-10,,,,strong_winds,NW,,,13
2013-09-09,,,,strong_winds,NW,,yes,13
2013-09-08,,,comfortable,,,,yes,13
2013-09-07,,,very humid,,,,yes,13
2013-09-06,,,very humid,,,,,13
2013-09-05,,,very humid,,,,,13
2013-09-04,hot,,very humid,strong_winds,SE,,yes,13
2013-09-03,,,very humid,windy_direction,NNE,,,13
2013-09-02,,,very humid,,,,,13
2013-09-01,,,very humid,,,,,13
2013-08-31,,,very humid,windy_direction,NW,,yes,13
2013-08-30,,,comfortable,strong_winds,NW,,yes,13
2013-08-29,,,comfortable,strong_winds,NNE,,yes,13
2013-08-28,,,very humid,windy_direction,NNE,,,13
2013-08-27,,,very humid,windy_direction,NW,,yes,14
2013-08-26,,,very humid,windy_direction,E,,yes,14
2013-08-25,,,very humid,windy,WNW,,,14
2013-08-24,,,very humid,,,,,14
2013-08-23,,,very humid,,,,,14
2013-08-22,,,,,,,yes,14
2013-08-21,,,,windy_direction,NW,,,14
2013-08-20,,,,strong_winds,WNW,,yes,14
2013-08-19,,,,strong_winds,W,,,14
2013-08-18,,,very humid,windy_direction,NW,,yes,14
2013-08-17,,,comfortable,strong_winds,SSE,,yes,14
2013-08-16,,,comfortable,,,,yes,14
2013-08-15,hot,,comfortable,windy_direction,NW,,,14
2013-08-14,hot,,ok,windy_direction,S,,,14
2013-08-13,,,comfortable,,,,,14
2013-08-12,,,comfortable,,,,yes,15
2013-08-11,,,comfortable,strong_winds,SSE,,yes,15
2013-08-10,,,very humid,windy_direction,SSE,,yes,15
2013-08-09,,,,strong_winds,SSE,,,15
2013-08-08,,,,,,,,15
2013-08-07,,,very humid,,,,yes,15
2013-08-06,,,very humid,,,,yes,15
2013-08-05,,,comfortable,windy_direction,NNW,,yes,15
2013-08-04,,,very humid,windy_direction,WNW,,,15
2013-08-03,,,very humid,strong_winds,SE,,,15
2013-08-02,,,very humid,,,,,15
2013-08-01,,,very humid,,,,,15
2013-07-31,,,very humid,windy_direction,NNW,,,15
2013-07-30,,,,windy,W,,yes,15
2013-07-29,,,,windy_direction,NW,,yes,15
2013-07-28,,,,strong_winds,W,,yes,15
2013-07-27,,,very humid,strong_winds,NW,,yes,15
2013-07-26,,,,strong_winds,SSE,,,16+
2013-07-25,,,,windy_direction,SSE,,,16+
2013-07-24,,,very humid,windy_direction,NE,,,16+
2013-07-23,,,very humid,,,,,16+
2013-07-22,,,comfortable,windy_direction,W,,yes,16+
2013-07-21,,,very humid,,,,yes,16+
2013-07-20,,,comfortable,windy_direction,WNW,,yes,16+
2013-07-19,,,comfortable,strong_winds,N,,yes,16+
2013-07-18,hot,,comfortable,strong_winds,WNW,,,16+
2013-07-17,,,very humid,strong_winds,SSE,,,16+
2013-07-16,,,,,,,yes,16+
2013-07-15,,,very humid,windy_direction,NW,,yes,16+
2013-07-14,,,very humid,windy,S,,yes,16+
2013-07-13,,,,windy_direction,SW,,yes,16+
2013-07-12,,,,strong_winds,W,,yes,16+
2013-07-11,,,very humid,strong_winds,WNW,,yes,16+
2013-07-10,,,comfortable,strong_winds,NNW,,yes,16+
2013-07-09,,,very humid,strong_winds,NNE,,,16+
2013-07-08,,,very humid,windy_direction,SSW,,,16+
2013-07-07,,,very humid,windy_direction,NNW,,yes,16+
2013-07-06,,,,windy_direction,NW,,,16+
2013-07-05,,,very humid,windy_direction,NNW,,,16+
2013-07-04,,,very humid,strong_winds,NNE,,,16+
2013-07-03,,,very humid,windy_direction,WNW,,yes,16+
2013-07-02,hot,,somewhat,strong_winds,NW,,yes,16+
2013-07-01,hot,,ok,windy_direction,SSE,,,16+
2013-06-30,hot,,comfortable,windy_direction,ENE,,,16+
2013-06-29,hot,,comfortable,windy_direction,ESE,,,16+
2013-06-28,,,very humid,,,,,16+
2013-06-27,,,very humid,strong_winds,WNW,,yes,16+
2013-06-26,,,very humid,strong_winds,W,,yes,16+
2013-06-25,,,comfortable,,,,yes,16+
2013-06-24,,,very humid,windy_direction,S,,,16+
2013-06-23,,,very humid,windy_direction,NE,,yes,16+
2013-06-22,,,,strong_winds,NNW,,yes,16+
2013-06-21,,,,strong_winds,NE,,yes,16+
2013-06-20,,,very humid,strong_winds,E,,yes,16+
2013-06-19,,,very humid,strong_winds,ENE,,yes,16+
2013-06-18,,,comfortable,strong_winds,ESE,,yes,16+
2013-06-17,,,very humid,windy_direction,S,,yes,16+
2013-06-16,,,very humid,strong_winds,NW,,yes,16+
2013-06-15,,,,strong_winds,NW,,yes,16+
2013-06-14,,,,windy_direction,NNE,,yes,16+
2013-06-13,,,,strong_winds,SSW,,yes,16+
2013-06-12,,,,windy_direction,N,,yes,16+
2013-06-11,,,,,,,,16+
2013-06-10,,,,strong_winds,WNW,,yes,16+
2013-06-09,,,,strong_winds,NW,,yes,16+
2013-06-08,,,,strong_winds,NW,,,16+
2013-06-07,,,,windy_direction,N,,,16+
2013-06-06,,,,windy_direction,WNW,,yes,16+
2013-06-05,,,,strong_winds,WNW,,yes,16+
2013-06-04,,,,strong_winds,S,,yes,16+
2013-06-03,,,,windy_direction,ESE,,yes,16+
2013-06-02,,,,,,,yes,16+
2013-06-01,,,,windy_direction,WNW,,,16+
2013-05-31,,,very humid,,,,,16+
2013-05-30,,,very humid,,,,yes,16+
2013-05-29,,,,strong_winds,SSE,,yes,16+
2013-05-28,,,,windy_direction,WSW,,yes,16+
2013-05-27,,,,windy,E,,,16+
2013-05-26,,,,strong_winds,NW,,,16+
2013-05-25,,,,strong_winds,E,,yes,16+
2013-05-24,,,,strong_winds,ENE,,yes,16+
2013-05-23,,,,strong_winds,E,,,16+
2013-05-22,,,,strong_winds,ESE,,,16+
2013-05-21,,,,strong_winds,SE,moderate,yes,16+
2013-05-20,,,,windy_direction,SSE,,,16+
2013-05-19,,,,windy_direction,SSE,,,16+
2013-05-18,,,,strong_winds,NNE,,yes,16+
2013-05-17,,,,strong_winds,E,,yes,16+
2013-05-16,,,,,,,yes,15
2013-05-15,,,,windy_direction,NW,,yes,15
2013-05-14,,,,strong_winds,WNW,,yes,15
2013-05-13,,,,windy_direction,W,,,15
2013-05-12,,,,strong_winds,NNW,,yes,15
2013-05-11,,,,strong_winds,S,,,15
2013-05-10,,,,,,,yes,15
2013-05-09,,,,strong_winds,NW,,yes,15
2013-05-08,,,,strong_winds,SSE,,,15
2013-05-07,,,,strong_winds,N,,,15
2013-05-06,hot,,,strong_winds,NNE,,yes,15
2013-05-05,,,,windy_direction,NW,,,15
2013-05-04,,,,windy_direction,SSW,,,15
2013-05-03,,,,windy_direction,NW,,,15
2013-05-02,,,,strong_winds,W,,,15
2013-05-01,,moderate,,windy_direction,SSE,,yes,15
2013-04-30,,moderate,,strong_winds,NW,,,15
2013-04-29,,moderate,,strong_winds,NW,,yes,14
2013-04-28,,moderate,,windy_direction,E,,yes,14
2013-04-27,,,,strong_winds,NNW,,yes,14
2013-04-26,,,,strong_winds,NNW,,,14
2013-04-25,,,,strong_winds,W,,,14
2013-04-24,,moderate,,strong_winds,NW,,,14
2013-04-23,,moderate,,strong_winds,NW,,,14
2013-04-22,,moderate,,,,,yes,14
2013-04-21,,moderate,,windy_direction,NW,,,14
2013-04-20,,moderate,,strong_winds,NW,,yes,14
2013-04-19,,moderate,,strong_winds,SSE,,yes,14
2013-04-18,,,,strong_winds,NW,,,14
2013-04-17,,moderate,,windy_direction,SSE,,yes,14
2013-04-16,,moderate,,,,,,14
2013-04-15,,moderate,,windy_direction,ENE,,,14
2013-04-14,,moderate,,,,,yes,13
2013-04-13,,moderate,,strong_winds,ENE,,yes,13
2013-04-12,,moderate,,windy_direction,SE,,,13
2013-04-11,,moderate,,strong_winds,WNW,,yes,13
2013-04-10,,moderate,,strong_winds,S,,yes,13
2013-04-09,,moderate,,strong_winds,SSE,,yes,13
2013-04-08,,moderate,,,,,yes,13
2013-04-07,,moderate,,,,,yes,13
2013-04-06,,moderate,,,,,,13
2013-04-05,,moderate,,windy_direction,N,,yes,13
2013-04-04,,moderate,,strong_winds,SSE,,,13
2013-04-03,,moderate,,strong_winds,NW,,,13
2013-04-02,,moderate,,strong_winds,WNW,moderate,yes,13
2013-04-01,,moderate,,strong_winds,NNE,moderate,yes,13
2013-03-31,,moderate,,,,moderate,,12
2013-03-30,,moderate,,,,moderate,,12
2013-03-29,,moderate,,,,moderate,yes,12
2013-03-28,,moderate,,,,moderate,,12
2013-03-27,,moderate,,,,moderate,yes,12
2013-03-26,,moderate,,,,moderate,,12
2013-03-25,,moderate,,,,moderate,,12
2013-03-24,,moderate,,,,moderate,yes,12
2013-03-23,,moderate,,,,,yes,12
2013-03-22,,moderate,,windy_direction,NW,,yes,12
2013-03-21,,moderate,,,,,yes,12
2013-03-20,,moderate,,strong_winds,SE,,yes,12
2013-03-19,,moderate,,windy_direction,N,moderate,,12
2013-03-18,,moderate,,,,,yes,12
2013-03-17,,moderate,,,,,yes,11
2013-03-16,,moderate,,windy_direction,SE,,yes,11
2013-03-15,,moderate,,windy_direction,NNW,,yes,11
2013-03-14,,moderate,,,,,yes,11
2013-03-13,,moderate,,,,,,11
2013-03-12,,moderate,,strong_winds,S,,yes,11
2013-03-11,,moderate,,strong_winds,NW,,,11
2013-03-10,,moderate,,strong_winds,NW,,yes,11
2013-03-09,,moderate,,,,moderate,yes,11
2013-03-08,,moderate,,,,moderate,,11
2013-03-07,,moderate,,,,,,11
2013-03-06,,moderate,,,,,,11
2013-03-05,,moderate,,windy_direction,SSE,moderate,yes,11
2013-03-04,,moderate,,,,,,11
2013-03-03,,moderate,,,,,yes,10
2013-03-02,,moderate,,,,,yes,10
2013-03-01,,moderate,,windy_direction,S,,,10
2013-02-28,,moderate,,windy_direction,NNE,moderate,yes,10
2013-02-27,,moderate,,windy_direction,S,,,10
2013-02-26,,moderate,,,,,,10
2013-02-25,,moderate,,,,,,10
2013-02-24,,moderate,,,,,,10
2013-02-23,,moderate,,strong_winds,NW,,yes,10
2013-02-22,,moderate,,windy,S,,yes,10
2013-02-21,,moderate,,windy_direction,S,,,10
2013-02-20,,moderate,,windy_direction,S,,,10
2013-02-19,,moderate,,strong_winds,SSE,,,10
2013-02-18,,moderate,,strong_winds,SE,,,10
2013-02-17,,moderate,,windy_direction,NNW,,,10
2013-02-16,,moderate,,,,,,9
2013-02-15,,moderate,,,,,,9
2013-02-14,,moderate,,windy_direction,WNW,,,9
2013-02-13,,moderate,,strong_winds,NW,,,9
2013-02-12,,moderate,,strong_winds,WNW,,,9
2013-02-11,,moderate,,windy_direction,WNW,,,9
2013-02-10,,moderate,,windy_direction,S,,,9
2013-02-09,,moderate,,strong_winds,NW,,,9
2013-02-08,,moderate,,,,moderate,,9
2013-02-07,,moderate,,,,moderate,,9
2013-02-06,,moderate,,,,moderate,yes,9
2013-02-05,,moderate,,,,moderate,,9
2013-02-04,,moderate,,strong_winds,NW,,yes,9
2013-02-03,,moderate,,,,,yes,9
2013-02-02,,moderate,,windy_direction,NW,,yes,9
2013-02-01,,moderate,,,,moderate,yes,8
2013-01-31,,high,,,,,yes,8
2013-01-30,,high,,windy_direction,N,,yes,8
2013-01-29,,very high,,strong_winds,NW,,,8
2013-01-28,,high,,strong_winds,NE,,,8
2013-01-27,,moderate,,,,moderate,,8
2013-01-26,,moderate,,,,moderate,,8
2013-01-25,,moderate,,,,moderate,,8
2013-01-24,,moderate,,windy_direction,SSE,,yes,8
2013-01-23,,moderate,,strong_winds,SE,,yes,8
2013-01-22,,moderate,,,,,,8
2013-01-21,,moderate,,,,,yes,8
2013-01-20,,high,,windy_direction,NNW,,,8
2013-01-19,,high,,strong_winds,N,,yes,8
2013-01-18,,moderate,,strong_winds,NNW,,yes,8
2013-01-17,,moderate,,,,,yes,8
2013-01-16,,moderate,,strong_winds,NW,,,8
2013-01-15,,,,strong_winds,WNW,,yes,8
2013-01-14,,moderate,,windy_direction,NNE,,yes,8
2013-01-13,,moderate,,,,,,<8
2013-01-12,,moderate,,,,,yes,<8
2013-01-11,,moderate,,,,,,<8
2013-01-10,,high,,windy_direction,N,,,<8
2013-01-09,,moderate,,windy_direction,N,,,<8
2013-01-08,,moderate,,strong_winds,WNW,,yes,<8
2013-01-07,,moderate,,,,,,<8
2013-01-06,,moderate,,windy_direction,WNW,,yes,<8
