MEETING_ID,MEETING_TYPE,RECORD_TYPE,MEETING_DATE,MEETING_TIME,MEETING_LOCATION
1182,Agenda Review Committee,Past,02/24/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1243,Agenda Review Committee,Past,06/23/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1296,Agenda Review Committee,Past,10/20/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1190,Agenda Review Committee,Past,03/10/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1205,Agenda Review Committee,Past,04/14/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1234,Agenda Review Committee,Past,06/09/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1271,Agenda Review Committee,Past,09/08/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1281,Agenda Review Committee,Past,09/22/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1289,Agenda Review Committee,Past,10/06/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1260,Agenda Review Committee,Past,08/11/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1221,Agenda Review Committee,Past,05/12/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1155,Agenda Review Committee,Past,01/13/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1166,Agenda Review Committee,Past,01/27/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1674,City Council,Minutes,03/15/2016 12:00:00 AM,9:30 am,Council Chamber
1303,Agenda Review Committee,Past,11/03/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1228,Agenda Review Committee,Past,05/26/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1175,Agenda Review Committee,Past,02/10/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1213,Agenda Review Committee,Past,04/28/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1198,Agenda Review Committee,Past,03/24/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1152,Agenda Review Committee,Past,11/18/2013 12:00:00 AM,8:30 AM,Mayor's Boardroom
1747,Special Community Services Committee,Minutes,03/16/2016 12:00:00 AM,1:30 PM,Councillors' Lounge
1612,Community Services Committee,Minutes,03/21/2016 12:00:00 AM,9:30 am,River Valley Room
1637,Transportation Committee,Minutes,03/23/2016 12:00:00 AM,9:30 am,River Valley Room
1600,Executive Committee,Minutes,03/22/2016 12:00:00 AM,9:30 AM,River Valley Room
1758,Executive Committee,Minutes,03/24/2016 12:00:00 AM,9:30 AM,Councillors' Boardroom
1759,Special Executive Committee,Agenda,04/06/2016 12:00:00 AM,9:30 am,Councillors' Boardroom
1655,Agenda Review Committee,Past,04/04/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1750,Community Standards and Licence Appeal Committee,Past,04/07/2016 12:00:00 AM,9:30 AM,Hearing Room No. 3
1679,City Council Public Hearing,Minutes,04/04/2016 12:00:00 AM,1:30 pm,Council Chamber
1676,City Council,Minutes,04/05/2016 12:00:00 AM,9:30 am,Council Chamber
1614,Community Services Committee,Minutes,04/11/2016 12:00:00 AM,9:30 am,River Valley Room
1673,City Council,Minutes,03/02/2016 12:00:00 AM,1:30 PM,Council Chamber
1641,Transportation Committee,Minutes,04/13/2016 12:00:00 AM,9:30 am,River Valley Room
1601,Executive Committee,Minutes,04/12/2016 12:00:00 AM,9:30 AM,River Valley Room
1656,Agenda Review Committee,Past,04/18/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1732,Audit Committee,Minutes,04/15/2016 12:00:00 AM,9:30 am,River Valley Room
1669,LRT Governance Board Committee,Minutes,04/14/2016 12:00:00 AM,10:30 AM,River Valley Room
1726,Utility Committee,Minutes,04/22/2016 12:00:00 AM,9:30 AM,River Valley Room
1680,City Council Public Hearing,Minutes,04/18/2016 12:00:00 AM,1:30 pm,Council Chamber
1694,City Council,Minutes,04/19/2016 12:00:00 AM,9:30 am,Council Chamber
1617,Community Services Committee,Minutes,04/25/2016 12:00:00 AM,9:30 AM,River Valley Room
1642,Transportation Committee,Minutes,04/27/2016 12:00:00 AM,9:30 am,River Valley Room
1766,City Council,Agenda,04/29/2016 12:00:00 AM,9:30 am,Council Chamber
1751,Community Standards and Licence Appeal Committee,Agenda,05/05/2016 12:00:00 AM,9:30 AM,Hearing Room No. 3
1602,Executive Committee,Minutes,04/26/2016 12:00:00 AM,9:30 AM,River Valley Room
1695,City Council,Minutes,04/28/2016 12:00:00 AM,9:30 am,Council Chamber
1657,Agenda Review Committee,Past,05/02/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1681,City Council Public Hearing,Minutes,05/02/2016 12:00:00 AM,1:30 pm,Council Chamber
1697,City Council,Minutes,05/03/2016 12:00:00 AM,9:30 am,Council Chamber
1767,Special Audit Committee,Minutes,05/11/2016 12:00:00 AM,1:15 PM,River Valley Room
1603,Executive Committee,Minutes,05/10/2016 12:00:00 AM,9:30 AM,River Valley Room
1643,Transportation Committee,Minutes,05/11/2016 12:00:00 AM,9:30 am,River Valley Room
1615,Community Services Committee,Minutes,05/09/2016 12:00:00 AM,9:30 am,River Valley Room
1765,CM and CA Performance Review Committee,Minutes,05/09/2016 12:00:00 AM,12:00 PM,Councillors' Boardroom
1743,City Manager Recruitment Committee,Minutes,02/24/2016 12:00:00 AM,1:00 PM,Councillors' Boardroom
1727,Utility Committee,Agenda,05/27/2016 12:00:00 AM,9:30 AM,River Valley Room
1658,Agenda Review Committee,Past,05/24/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1682,City Council Public Hearing,Minutes,05/25/2016 12:00:00 AM,1:30 pm,Council Chamber
1699,City Council,Past,05/26/2016 12:00:00 AM,1:30 PM,Council Chamber
1698,City Council,Minutes,05/24/2016 12:00:00 AM,9:30 am,Council Chamber
1616,Community Services Committee,Minutes,05/30/2016 12:00:00 AM,9:30 am,River Valley Room
1739,Transportation Committee,Minutes,06/01/2016 12:00:00 AM,9:30 am,River Valley Room
1604,Executive Committee,Minutes,05/31/2016 12:00:00 AM,9:30 AM,River Valley Room
1769,Special City Council,Minutes,05/31/2016 12:00:00 AM,12:10 PM,Council Chamber
1752,Community Standards and Licence Appeal Committee,Past,06/02/2016 12:00:00 AM,9:00 AM,Hearing Room No. 3
1772,CM and CA Performance Review Committee,Minutes,06/06/2016 12:00:00 AM,12:00 PM,Councillors' Boardroom
1659,Agenda Review Committee,Past,06/13/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1733,Audit Committee,Minutes,06/13/2016 12:00:00 AM,9:30 am,River Valley Room
1701,City Council,Past,06/15/2016 12:00:00 AM,1:30 PM,River Valley Room
1683,City Council Public Hearing,Minutes,06/13/2016 12:00:00 AM,1:30 pm,Council Chamber
1774,Special City Council,Minutes,06/20/2016 12:00:00 AM,3:45 PM,Council Chamber
1700,City Council,Minutes,06/14/2016 12:00:00 AM,9:30 am,Council Chamber
1605,Executive Committee,Minutes,06/21/2016 12:00:00 AM,9:30 AM,River Valley Room
1764,City Council,Past,06/23/2016 12:00:00 AM,9:30 am,Council Chamber
1644,Transportation Committee,Minutes,06/22/2016 12:00:00 AM,9:30 am,River Valley Room
1508,Community Services Committee,Minutes,06/20/2016 12:00:00 AM,9:30 am,River Valley Room
1660,Agenda Review Committee,Past,06/27/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1728,Utility Committee,Minutes,06/24/2016 12:00:00 AM,9:30 AM,River Valley Room
1724,Council Services Committee,Minutes,06/27/2016 12:00:00 AM,9:30 am,Councillors' Boardroom
1684,City Council Public Hearing,Minutes,06/27/2016 12:00:00 AM,1:30 pm,Council Chamber
1703,City Council,Past,06/30/2016 12:00:00 AM,9:30 am,Council Chamber
1688,City Council Public Hearing,Minutes,09/19/2016 12:00:00 AM,1:30 pm,Council Chamber
1795,Agenda Review Committee,Past,10/11/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1771,Special Utility Committee,Minutes,10/14/2016 12:00:00 AM,9:30 am,River Valley Room
1702,City Council,Minutes,06/28/2016 12:00:00 AM,9:30 am,Council Chamber
1619,Community Services Committee,Minutes,07/04/2016 12:00:00 AM,9:30 am,River Valley Room
1706,City Council,Agenda,07/13/2016 12:00:00 AM,1:30 PM,Council Chamber
1778,Special Audit Committee,Minutes,07/05/2016 12:00:00 AM,12:15 PM,Council Chamber
1645,Transportation Committee,Minutes,07/05/2016 12:00:00 AM,9:30 am,River Valley Room
1704,City Council,Past,07/07/2016 12:00:00 AM,1:30 PM,Council Chamber
1628,Executive Committee,Minutes,07/06/2016 12:00:00 AM,9:30 AM,River Valley Room
1685,City Council Public Hearing,Minutes,07/11/2016 12:00:00 AM,1:30 pm,Council Chamber
1705,City Council,Minutes,07/12/2016 12:00:00 AM,9:30 am,Council Chamber
1753,Community Standards and Licence Appeal Committee,Minutes,07/14/2016 12:00:00 AM,9:30 AM,Hearing Room No. 3
1661,Agenda Review Committee,Past,08/08/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1781,Special Audit Committee,Minutes,08/15/2016 12:00:00 AM,12:15 PM,River Valley Room
1606,Executive Committee,Minutes,08/16/2016 12:00:00 AM,9:30 AM,River Valley Room
1620,Community and Public Services Committee,Minutes,08/15/2016 12:00:00 AM,9:30 am,River Valley Room
1646,Urban Planning Committee,Minutes,08/17/2016 12:00:00 AM,9:30 am,River Valley Room
1662,Agenda Review Committee,Past,08/22/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1686,City Council Public Hearing,Minutes,08/22/2016 12:00:00 AM,1:30 pm,Council Chamber
1783,Audit Selection Committee,Minutes,08/25/2016 12:00:00 AM,3:30 PM,Councillor's Boardroom
1729,Utility Committee,Minutes,08/24/2016 12:00:00 AM,1:30 PM,River Valley Room
1707,City Council,Minutes,08/23/2016 12:00:00 AM,9:30 am,Council Chamber
1621,Community and Public Services Committee,Minutes,08/29/2016 12:00:00 AM,9:30 am,River Valley Room
1629,Executive Committee,Minutes,08/30/2016 12:00:00 AM,9:30 AM,River Valley Room
1730,Utility Committee,Past,09/01/2016 12:00:00 AM,9:30 AM,River Valley Room
1647,Urban Planning Committee,Minutes,08/31/2016 12:00:00 AM,9:30 am,River Valley Room
1779,Special City Council,Minutes,08/31/2016 12:00:00 AM,1:30 PM,Council Chamber
1663,Agenda Review Committee,Past,09/06/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1687,City Council Public Hearing,Minutes,09/07/2016 12:00:00 AM,1:30 pm,Council Chamber
1709,Community and Public Services Committee,Minutes,09/12/2016 12:00:00 AM,9:30 am,River Valley Room
1630,Executive Committee,Minutes,09/13/2016 12:00:00 AM,9:30 AM,River Valley Room
1549,Community and Public Services Committee,Minutes,09/12/2016 12:00:00 AM,9:30 am,River Valley Room
1664,Agenda Review Committee,Past,09/19/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1788,Special City Council,Minutes,09/13/2016 12:00:00 AM,4:00 PM,Council Chamber
1648,Urban Planning Committee,Minutes,09/14/2016 12:00:00 AM,9:30 am,River Valley Room
1755,Community Standards and Licence Appeal Committee,Minutes,09/15/2016 12:00:00 AM,9:30 AM,Hearing Room No. 3
1711,City Council,Minutes,09/20/2016 12:00:00 AM,9:30 am,Council Chamber
1754,Community Standards and Licence Appeal Committee,Minutes,08/18/2016 12:00:00 AM,9:30 AM,Hearing Room No. 3
1623,Community and Public Services Committee,Minutes,09/26/2016 12:00:00 AM,9:30 am,River Valley Room
1607,Executive Committee,Minutes,09/27/2016 12:00:00 AM,9:30 AM,River Valley Room
1790,CM and CA Performance Review Committee,Minutes,09/27/2016 12:00:00 AM,12:00 PM,OCC Boardroom
1665,Agenda Review Committee,Past,10/03/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1734,Audit Committee,Minutes,09/29/2016 12:00:00 AM,1:30 PM,River Valley Room
1649,Urban Planning Committee,Minutes,09/28/2016 12:00:00 AM,9:30 am,River Valley Room
1689,City Council Public Hearing,Minutes,10/13/2016 12:00:00 AM,1:30 pm,Council Chamber
1816,Pending - Urban Planning Committee,Past,10/18/2016 12:00:00 AM,8:30 AM,NA
1713,City Council,Minutes,10/11/2016 12:00:00 AM,9:30 am,Council Chamber
1631,Executive Committee,Minutes,10/18/2016 12:00:00 AM,9:30 AM,River Valley Room
1624,Community and Public Services Committee,Minutes,10/17/2016 12:00:00 AM,9:30 am,River Valley Room
1792,Audit Selection Committee,Minutes,10/20/2016 12:00:00 AM,3:30 PM,Councillors' Boardroom
1650,Urban Planning Committee,Minutes,10/19/2016 12:00:00 AM,9:30 am,River Valley Room
1716,City Council,Minutes,10/20/2016 12:00:00 AM,9:30 am,Councillors' Boardroom
1666,Agenda Review Committee,Past,10/24/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
